Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,0.7,-62.88
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,0.2,9.2988
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,0.0,15.552
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,0.0,10.8248
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,0.0,27.3168
Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,0.0,38.024
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,0.0,6.5688
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,0.5,-131.445
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,0.0,12.864
Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,0.0,2.8536
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,0.0,20.9208
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,0.0,83.868
First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,0.0,2.0049
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,0.2,3.5948
Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.76800000000003,0.2,52.5114
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232000000000001,0.2,1.7136
Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.263999999999999,0.2,2.0358
Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,0.0,37.6422
Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.38400000000001,0.2,22.298000000000002
Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,0.2,5.4432
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.13600000000001,0.2,8.6744
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,0.1,24.1568
Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,0.0,1995.99
Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,0.0,80.0226
Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,0.0,129.6
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,0.0,13.071
Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,0.0,3.58
Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,0.2,81.744
Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,0.0,34.9965
Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,0.2,0.9995
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.89799999999997,0.4,-67.8762
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,0.2,3.389
First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.7439999999999,0.3,-258.5016
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,0.2,33.830999999999996
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,0.7,-27.6936
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,0.4,-20.7
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,0.7,-13.815999999999999
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,0.7,-3.4272
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,0.2,1.6038
Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.9839999999999,0.2,335.9944
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,0.2,4.49
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712000000000001,0.2,2.7956
Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,0.2,-17.4588
Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,0.0,2.3312
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.855999999999998,0.2,1.1159999999999999
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,0.7,-407.976
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.991999999999997,0.2,10.0724
Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,0.4,8.3916
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,0.2,-2.22
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976000000000006,0.2,4.7976
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,0.0,3.0996
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,0.0,11.5432
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,0.0,4.1472
First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,0.0,2.3086
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,0.0,11.5432
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,0.2,1.0668
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,0.0,23.0864
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,0.2,1415.4296
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,0.2,-4.8588
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,0.0,3.7996
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,0.0,6.9864
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,0.0,15.824000000000002
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,0.2,11.325
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,0.0,168.4384
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,0.0,9.936
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,0.0,9.936
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.64599999999996,0.1,86.8704
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,0.0,1.4456
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,0.0,20.7328
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,0.0,8.4784
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,0.0,10.44
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,0.0,0.1472
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,0.0,29.3412
Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,0.0,271.4192
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,0.2,9.396
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,0.2,4.6746
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,0.7,-5.712000000000001
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,0.2,179.1888
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,0.2,0.924
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,0.2,-29.94
First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.13600000000001,0.2,30.98
Standard Class,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,0.3,-297.6848
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652000000000001,0.8,-20.3322
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.831999999999997,0.2,2.6811
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.175999999999998,0.8,-18.8728
First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,0.0,25.48
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,0.2,17.3376
Second Class,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,0.0,8.799
Standard Class,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,0.45,-157.0095
Standard Class,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,0.2,-1.0497
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,0.7,-337.63800000000003
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,0.2,0.777
First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.6239999999999997,0.2,0.4264
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,0.2,7.8839999999999995
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,0.0,13.5932
Second Class,Consumer,Des Moines,Washington,West,Technology,Phones,246.38400000000001,0.2,27.7182
Second Class,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,0.0,701.9883
Second Class,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,0.8,-20.5623
Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,0.2,25.5798
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,0.0,9.4924
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,0.0,6.2208
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,0.0,21.035999999999998
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,0.2,3.5952
Second Class,Consumer,Houston,Texas,Central,Furniture,Bookcases,2396.2656,0.32,-317.1528
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.136,0.2,-32.784
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,57.583999999999996,0.2,0.7198
First Class,Consumer,Miami,Florida,South,Office Supplies,Paper,9.568,0.2,3.4684
Standard Class,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.071999999999996,0.2,9.767999999999999
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,0.0,9.6957
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,179.95,0.0,37.7895
Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,1199.976,0.2,434.9913
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,0.0,13.3035
Standard Class,Consumer,San Francisco,California,West,Furniture,Tables,1004.0239999999999,0.2,-112.9527
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,0.0,4.6464
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,0.0,13.607999999999999
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,0.0,27.4302
Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,1336.829,0.15,31.4548
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,113.568,0.2,-18.4548
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,0.0,65.7342
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.13599999999997,0.2,26.8744
Standard Class,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,0.0,25.8984
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,0.2,38.38
Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,0.0,2.8322
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,0.0,2.7028
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,0.0,7.015
First Class,Consumer,Louisville,Colorado,West,Technology,Accessories,196.752,0.2,56.5662
Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,0.0,14.7056
Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,32.7,0.0,8.502
Second Class,Consumer,Jackson,Mississippi,South,Furniture,Chairs,866.4,0.0,225.264
Second Class,Corporate,Canton,Michigan,Central,Furniture,Furnishings,28.4,0.0,11.075999999999999
Second Class,Corporate,Canton,Michigan,Central,Office Supplies,Binders,287.92,0.0,138.2016
First Class,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,0.0,30.0957
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.672000000000001,0.2,0.5004
Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Binders,189.588,0.7,-145.3508
Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,408.744,0.2,76.6395
Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,291.96,0.2,54.7425
Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Storage,4.768,0.2,-0.7748
First Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Storage,714.3,0.0,207.14700000000002
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,4.812,0.7,-3.6892
Standard Class,Consumer,Jacksonville,Florida,South,Technology,Accessories,247.8,0.2,-18.585
Second Class,Home Office,Chicago,Illinois,Central,Technology,Machines,1007.9789999999999,0.3,43.1991
Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,313.488,0.2,113.6394
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.872,0.2,11.5536
Second Class,Corporate,New York City,New York,East,Furniture,Chairs,207.84599999999998,0.1,2.3094
Second Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,12.22,0.0,3.6660000000000004
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,194.94,0.0,23.3928
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,70.95,0.0,20.5755
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,91.36,0.0,42.0256
Second Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,242.94,0.0,29.1528
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,22.05,0.0,10.584000000000001
Second Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,0.0,1.3677
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,0.0,15.4752
Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,0.0,9.7164
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,0.0,71.2476
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,0.0,7.9248
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,0.0,2.8536
Second Class,Consumer,Auburn,New York,East,Technology,Phones,35.12,0.0,9.1312
Standard Class,Corporate,Akron,Ohio,East,Furniture,Tables,284.36400000000003,0.4,-75.8304
Standard Class,Corporate,Akron,Ohio,East,Office Supplies,Storage,665.408,0.2,66.5408
Standard Class,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,0.0,24.9132
Standard Class,Consumer,Concord,California,West,Furniture,Chairs,129.56799999999998,0.2,-24.294
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,747.558,0.3,-96.1146
Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,8.927999999999999,0.2,3.3480000000000003
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,103.92,0.0,36.372
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,899.91,0.0,377.9622
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,51.312,0.2,18.6006
Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,23.56,0.2,7.068
Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Tables,1272.63,0.5,-814.4832
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,28.485,0.7,-20.889
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,185.37599999999998,0.2,-34.758
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,78.27199999999999,0.2,5.8704
Standard Class,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,254.74400000000003,0.6,-312.0614
Standard Class,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,205.3328,0.32,-36.2352
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,0.8,-7.9002
Standard Class,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,0.0,26.6304
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,340.92,0.0,3.4092
Second Class,Consumer,San Francisco,California,West,Furniture,Bookcases,222.666,0.15,10.4784
Second Class,Consumer,San Francisco,California,West,Technology,Phones,703.9680000000001,0.2,87.99600000000001
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,92.52,0.0,24.9804
Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,62.65,0.0,28.819000000000003
Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,94.85,0.0,45.528
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,95.76,0.2,7.182
Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,0.0,19.296
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,14.7,0.0,6.615
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,704.25,0.0,84.51
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,9.09,0.0,1.9089
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.96,0.0,1.6688
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,159.98,0.0,57.5928
First Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,29.6,0.0,14.8
First Class,Home Office,Los Angeles,California,West,Furniture,Bookcases,514.165,0.15,-30.245
First Class,Home Office,Los Angeles,California,West,Technology,Phones,279.96,0.2,17.4975
First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,2735.952,0.2,341.994
